Ersöz Supermarkets,40.0452773,32.8420919
Akyurt,39.9839693,32.8330605
Ufuktepe Yeni - Akyurt Süpermarket,40.0152113,32.8570034
Alpa Market Subayevleri,39.9695539,32.872776
Kýþla Supermarket,39.9973411,32.8542442
Alpa Süpermarket,40.0057565,32.8812844
Etlik Süpermarket,39.9834542,32.8194183
Supermarkets Özmer,40.0028575,32.8803604
CarrefourSA,39.9903665,32.8750739
Akyurt,40.0045333,32.8734186
MM Migros,39.9767082,32.8670341
Akyurt,40.0003224,32.8791238
Örnek Kardeþler Market,39.9918963,32.8780799
Supermarkets Dersan,40.006111,32.8059905
Efa,40.0087124,32.8764062
Kalkan Süpermarket,39.9876328,32.8685087
M Migros,39.9695481,32.871485
Tuna Süpermarket,39.9788401,32.8156273
Ogutler Supermarket,39.9869158,32.8647512
Gürkanlar,39.9783139,32.8718315
ERDEMLER SÜPERMARKET ESERTEPE,39.994914,32.83483640000001
Sanatoryum - Akyurt Süpermarket,39.992284,32.860588
Super CarrefourSA,39.9787077,32.84689
Onur Süpermarket,39.9952933,32.8935898
Nemsa Süpermarket,40.008754,32.8683
Çaðdaþ Market,39.98162110000001,32.8595771
Sezon Süpermarket,39.9989635,32.8447457
Altunbilekler-kuyubaþý Þubesi,39.9899836,32.8755853
Þekerciler Market,39.9839803,32.8593121
Yuva Süpermarket,39.9951183,32.8520074
Þok,40.0119936,32.8670607
Durusu Market,39.9955922,32.8786758
Çaðdaþ Market,39.9692193,32.8649893
Ayvalý - Akyurt Süpermarket,39.98836,32.8203944
Þekerciler Market,39.9726434,32.8253788
Þekerciler,39.979899,32.8328179
Þok,39.9963929,32.8332031
Can Süpermarket,39.9861724,32.8284607
Þok,39.9824168,32.8520758
Erciyes - Akyurt Süpermarket,39.9952856,32.8347178
Koza,39.9918144,32.8413098
Þekerciler,39.97241400000001,32.841861
Akyurt,40.0187788,32.8587495
Þok,39.988437,32.8436226
Burak Market,39.979227,32.813556
Þok Market,39.9937104,32.8107782
Þok Market,40.0147206,32.8651188
Þok,39.971152,32.8604587
Þok Market,40.0050513,32.8440859
Çaðdaþ Market,39.984912,32.8509271
GÜRELLER MARKET,39.987001,32.885942
Selen Market,39.9993718,32.8478359
Þok,39.99761549999999,32.8429231
Kocak Market,40.0169687,32.8659449
Baþgimpa,40.0017998,32.8628363
Þok,40.0090155,32.8709817
ÞOK MARKET,39.9944342,32.855728
Sekerciler Market,40.0210623,32.831015
Yonca,39.99366149999999,32.8824596
Akýncýlar Süper Market,40.0014016,32.8387658
